0.000000000000000000e+00 0.000000000000000000e+00 2.878202361191253291e-04
0.000000000000000000e+00 2.000000000000000111e-01 2.878520242696979673e-04
0.000000000000000000e+00 4.000000000000000222e-01 2.879465240697763151e-04
0.000000000000000000e+00 6.000000000000000888e-01 2.881011331634735460e-04
0.000000000000000000e+00 8.000000000000000444e-01 2.883114870764361213e-04
0.000000000000000000e+00 1.000000000000000000e+00 2.885714211312242930e-04
0.000000000000000000e+00 1.200000000000000178e+00 2.888729225185372772e-04
0.000000000000000000e+00 1.400000000000000133e+00 2.892060777184463386e-04
0.000000000000000000e+00 1.600000000000000089e+00 2.895590216759009799e-04
0.000000000000000000e+00 1.800000000000000044e+00 2.899178961486350041e-04
0.000000000000000000e+00 2.000000000000000000e+00 2.902668254296910852e-04
0.000000000000000000e+00 2.200000000000000178e+00 2.905879181731032775e-04
0.000000000000000000e+00 2.400000000000000355e+00 2.908613042982691513e-04
0.000000000000000000e+00 2.600000000000000089e+00 2.910652159015100142e-04
0.000000000000000000e+00 2.800000000000000266e+00 2.911761207548620883e-04
0.000000000000000000e+00 3.000000000000000000e+00 2.911689163224427429e-04
0.000000000000000000e+00 3.200000000000000178e+00 2.910171912815202682e-04
0.000000000000000000e+00 3.400000000000000355e+00 2.906935603138856923e-04
0.000000000000000000e+00 3.600000000000000089e+00 2.901700764556928189e-04
0.000000000000000000e+00 3.800000000000000266e+00 2.894187235896666455e-04
0.000000000000000000e+00 4.000000000000000000e+00 2.884119897676930711e-04
0.000000000000000000e+00 4.200000000000000178e+00 2.871235200048022611e-04
0.000000000000000000e+00 4.400000000000000355e+00 2.855288450324736365e-04
0.000000000000000000e+00 4.600000000000000533e+00 2.836061802883931503e-04
0.000000000000000000e+00 4.800000000000000711e+00 2.813372872022332888e-04
0.000000000000000000e+00 5.000000000000000000e+00 2.787083866647066164e-04
0.000000000000000000e+00 5.200000000000000178e+00 2.757111124923588967e-04
0.000000000000000000e+00 5.400000000000000355e+00 2.723434907744466129e-04
0.000000000000000000e+00 5.600000000000000533e+00 2.686109292597018664e-04
0.000000000000000000e+00 5.800000000000000711e+00 2.645271994554860054e-04
0.000000000000000000e+00 6.000000000000000000e+00 2.601153929110214258e-04
0.000000000000000000e+00 6.200000000000000178e+00 2.554088322760257037e-04
0.000000000000000000e+00 6.400000000000000355e+00 2.504519171960340796e-04
0.000000000000000000e+00 6.600000000000000533e+00 2.453008849489561822e-04
0.000000000000000000e+00 6.800000000000000711e+00 2.400244659596116386e-04
0.000000000000000000e+00 7.000000000000000000e+00 2.347044149579789968e-04
0.000000000000000000e+00 7.200000000000000178e+00 2.294358995724595472e-04
0.000000000000000000e+00 7.400000000000000355e+00 2.243277295633517025e-04
0.000000000000000000e+00 7.600000000000000533e+00 2.195024116877001522e-04
0.000000000000000000e+00 7.800000000000000711e+00 2.150960173207604556e-04
0.000000000000000000e+00 8.000000000000000000e+00 2.112578524102588741e-04
0.000000000000000000e+00 8.200000000000001066e+00 2.081499220695371267e-04
0.000000000000000000e+00 8.400000000000000355e+00 2.059461850805821364e-04
0.000000000000000000e+00 8.599999999999999645e+00 2.048315967289010922e-04
0.000000000000000000e+00 8.800000000000000711e+00 2.050009416759223746e-04
0.000000000000000000e+00 9.000000000000000000e+00 2.066574619347554583e-04
0.000000000000000000e+00 9.200000000000001066e+00 2.100112883932691915e-04
0.000000000000000000e+00 9.400000000000000355e+00 2.152776876651637638e-04
0.000000000000000000e+00 9.600000000000001421e+00 2.226751392858323305e-04
0.000000000000000000e+00 9.800000000000000711e+00 2.324232613474785372e-04
0.000000000000000000e+00 1.000000000000000000e+01 2.447406055317664030e-04
0.000000000000000000e+00 1.020000000000000107e+01 2.598423450962408462e-04
0.000000000000000000e+00 1.040000000000000036e+01 2.779378816554185587e-04
0.000000000000000000e+00 1.060000000000000142e+01 2.992283985265938484e-04
0.000000000000000000e+00 1.080000000000000071e+01 3.239043899479371888e-04
0.000000000000000000e+00 1.100000000000000000e+01 3.521431965931030904e-04
0.000000000000000000e+00 1.120000000000000107e+01 3.841065784800857174e-04
0.000000000000000000e+00 1.140000000000000036e+01 4.199383565881107273e-04
0.000000000000000000e+00 1.160000000000000142e+01 4.597621542481642159e-04
0.000000000000000000e+00 1.180000000000000071e+01 5.036792686616351888e-04
0.000000000000000000e+00 1.200000000000000000e+01 5.517667017365609789e-04
0.000000000000000000e+00 1.220000000000000107e+01 6.040753778287514999e-04
0.000000000000000000e+00 1.240000000000000036e+01 6.606285739595607782e-04
0.000000000000000000e+00 1.260000000000000142e+01 7.214205856839489995e-04
0.000000000000000000e+00 1.280000000000000071e+01 7.864156490384759026e-04
0.000000000000000000e+00 1.300000000000000000e+01 8.555471359512895188e-04
0.000000000000000000e+00 1.320000000000000107e+01 9.287170371918348089e-04
0.000000000000000000e+00 1.340000000000000036e+01 1.005795743427556144e-03
0.000000000000000000e+00 1.360000000000000142e+01 1.086622131291864728e-03
0.000000000000000000e+00 1.380000000000000071e+01 1.171003957607287191e-03
0.000000000000000000e+00 1.400000000000000000e+01 1.258718561106621486e-03
0.000000000000000000e+00 1.420000000000000107e+01 1.349513867209042742e-03
0.000000000000000000e+00 1.440000000000000036e+01 1.443109687693065399e-03
0.000000000000000000e+00 1.460000000000000142e+01 1.539199303517249521e-03
0.000000000000000000e+00 1.480000000000000071e+01 1.637451315623425453e-03
0.000000000000000000e+00 1.500000000000000000e+01 1.737511745363073306e-03
0.000000000000000000e+00 1.520000000000000107e+01 1.839006363258371317e-03
0.000000000000000000e+00 1.540000000000000036e+01 1.941543222183438099e-03
0.000000000000000000e+00 1.560000000000000142e+01 2.044715368761240628e-03
0.000000000000000000e+00 1.580000000000000071e+01 2.148103704844599952e-03
0.000000000000000000e+00 1.600000000000000000e+01 2.251279969406690899e-03
0.000000000000000000e+00 1.619999999999999929e+01 2.353809810022188323e-03
0.000000000000000000e+00 1.640000000000000213e+01 2.455255912383301226e-03
0.000000000000000000e+00 1.660000000000000142e+01 2.555181155967459553e-03
0.000000000000000000e+00 1.680000000000000071e+01 2.653151764051634755e-03
0.000000000000000000e+00 1.700000000000000000e+01 2.748740416742144650e-03
0.000000000000000000e+00 1.719999999999999929e+01 2.841529296543296619e-03
0.000000000000000000e+00 1.740000000000000213e+01 2.931113037202482795e-03
0.000000000000000000e+00 1.760000000000000142e+01 3.017101548118493633e-03
0.000000000000000000e+00 1.780000000000000071e+01 3.099122688454361389e-03
0.000000000000000000e+00 1.800000000000000000e+01 3.176824767223267090e-03
0.000000000000000000e+00 1.819999999999999929e+01 3.249878847980204599e-03
0.000000000000000000e+00 1.840000000000000213e+01 3.317980839315022752e-03
0.000000000000000000e+00 1.860000000000000142e+01 3.380853355065024761e-03
0.000000000000000000e+00 1.880000000000000071e+01 3.438247331006275085e-03
0.000000000000000000e+00 1.900000000000000000e+01 3.489943387702194692e-03
0.000000000000000000e+00 1.920000000000000284e+01 3.535752932144697880e-03
0.000000000000000000e+00 1.940000000000000213e+01 3.575518993778150235e-03
0.000000000000000000e+00 1.960000000000000142e+01 3.609116793411382487e-03
0.000000000000000000e+00 1.980000000000000071e+01 3.636454046362192633e-03
0.000000000000000000e+00 2.000000000000000000e+01 3.657471003908514384e-03
0.000000000000000000e+00 2.020000000000000284e+01 3.672140239710177875e-03
0.000000000000000000e+00 2.040000000000000213e+01 3.680466190287323951e-03
0.000000000000000000e+00 2.060000000000000142e+01 3.682484460872280201e-03
0.000000000000000000e+00 2.080000000000000071e+01 3.678260909970281021e-03
0.000000000000000000e+00 2.100000000000000000e+01 3.667890527754771781e-03
0.000000000000000000e+00 2.120000000000000284e+01 3.651496124971873730e-03
0.000000000000000000e+00 2.140000000000000213e+01 3.629226850327352955e-03
0.000000000000000000e+00 2.160000000000000142e+01 3.601256555372926629e-03
0.000000000000000000e+00 2.180000000000000071e+01 3.567782026695331954e-03
0.000000000000000000e+00 2.200000000000000000e+01 3.529021105743706567e-03
0.000000000000000000e+00 2.220000000000000284e+01 3.485210716913384431e-03
0.000000000000000000e+00 2.240000000000000213e+01 3.436604824545953871e-03
0.000000000000000000e+00 2.260000000000000142e+01 3.383472339317365653e-03
0.000000000000000000e+00 2.280000000000000071e+01 3.326094994081711838e-03
0.000000000000000000e+00 2.300000000000000000e+01 3.264765208633672606e-03
0.000000000000000000e+00 2.320000000000000284e+01 3.199783962065202124e-03
0.000000000000000000e+00 2.340000000000000213e+01 3.131458690440747268e-03
0.000000000000000000e+00 2.360000000000000142e+01 3.060101226420181182e-03
0.000000000000000000e+00 2.380000000000000071e+01 2.986025796240561990e-03
0.000000000000000000e+00 2.400000000000000000e+01 2.909547088147950052e-03
0.000000000000000000e+00 2.420000000000000284e+01 2.830978404970188513e-03
0.000000000000000000e+00 2.440000000000000213e+01 2.750629912061863195e-03
0.000000000000000000e+00 2.460000000000000142e+01 2.668806990354067980e-03
0.000000000000000000e+00 2.480000000000000071e+01 2.585808702724226235e-03
0.000000000000000000e+00 2.500000000000000000e+01 2.501926380383556921e-03
0.000000000000000000e+00 2.520000000000000284e+01 2.417442334479835003e-03
0.000000000000000000e+00 2.540000000000000213e+01 2.332628696647097433e-03
0.000000000000000000e+00 2.560000000000000142e+01 2.247746390816572799e-03
0.000000000000000000e+00 2.580000000000000071e+01 2.163044237248258183e-03
0.000000000000000000e+00 2.600000000000000000e+01 2.078758188460834173e-03
0.000000000000000000e+00 2.620000000000000284e+01 1.995110695540214859e-03
0.000000000000000000e+00 2.640000000000000213e+01 1.912310202201004602e-03
0.000000000000000000e+00 2.660000000000000142e+01 1.830550762967736098e-03
